,id,qid1,qid2,question1,question2,is_duplicate
3999,3999,7996,7997,How do I build a self confidence?,How do you raise self confidence?,1
242415,242415,477461,477462,Will the USA go to war with Russia?,Is there potential for a war with Russia?,1
80920,80920,160742,160743,What are the best ways to write an impressive essay?,Why is it so hard to write an essay?,1
11952,11952,23864,23865,What is the animal with the shortest spine?,Which is the animal with the shortest spine?,1
191257,191257,377579,377580,How do I get free iTunes gift card?,What's the best way to legally get free iTunes gift cards?,1
108972,108972,216101,216102,How do I apply for a job in the Trump administration?,"So, how do you actually go about applying for a job with the incoming Trump administration?",1
313524,313524,615350,615351,In the summer how would I dress like a workout guy from the year 1990?,How do I dress like a workout guy from the year 1990 in the summer?,1
287021,287021,564038,564039,What should I do to overcome lonliness?,How do I overcome feeling of lonliness?,1
125872,125872,249391,249392,"How can I avoid having so many of my questions marked ""needs improvement""?",Why do all of my questions get marked as needing improvement?,1
81429,81429,161750,161751,How can I learn & speak & write English?,How can I learn to speak a fluent English?,1
92989,92989,184616,184617,Why there are no pictorial evidences of surgical strikes by Indian Army released so far?,Why is the Indian army not releasing any pictures of the surgical strikes that happened in pok?,1
2234,2234,4468,4469,How can I create multiple streams of income?,Can a person realistically create multiple streams of income?,1
105357,105357,208975,208976,If dark energy is created with expansion can infinite of it be created?,Is dark energy and vacuum energy potential energy infinite?,1
219918,219918,433548,433549,What is the most romantic thing someone said or did to you?,What is the most romantic thing someone has said to you / done for you?,1
266031,266031,523370,523371,What are ways to make money online at home?,How do you make easy money online?,1
124968,124968,247600,247601,Why must God exist?,Why should God exist?,1
194152,194152,383239,383240,What was the most embarrassing moment of yours?,What's the most embarrassing thing that has ever happened to you?,1
28729,28729,57279,57280,What are savory foods and what are some examples?,What are some examples of savory food?,1
204792,204792,404046,404047,What is the best place in India to visit?,Which is the best place to visit in India?,1
376176,376176,735901,735902,What should I do to improve my questions on Quora?,How can I be a better person and improve my questions on Quora?,1
73467,73467,145991,145992,"Why are most of the flags red, blue and white?","Why are red, white and blue such common colours for national flags?",1
382390,382390,747800,747801,Why are input and output devices considered as files?,Which devices are considered output devices? Why are input and output devices considered as files?,1
291066,291066,571871,571872,How are the new Indian currency notes of Rs 500 and Rs 2000 going to help in curbing corruption?,How does the latest decision of abolishing 500 and 1000 rupee notes help the Government curb corruption?,1
171383,171383,338649,338650,How do I prepare for the IAS exam at home?,How should I prepare for IAS now?,1
38266,38266,76237,76238,What is biological oxidation?,What is bio oxidation?,1
328545,328545,644349,644350,Where can I find best hotel in Bhopal?,Where can I find best hotel in Bhopal for staying in holidays?,1
28875,28875,57568,57569,What city is Gotham?,Is Gotham City based on any city?,1
120865,120865,239520,239521,"Which is the best laptop to buy under 50000, considering all prospects?",Which is the best laptop under 50000 considering all prospects?,1
227674,227674,448684,448685,How do Indian military and Paramilitary forces keep killing peaceful civilians protestors in Jammu Kashmir?,Why is Indian Army killing innocent civilians in Kashmir?,1
215399,215399,424745,424746,What is pulse code modulation? What are some applications of it?,What is pulse code modulation?,1
327365,327365,642055,642056,What was your first sexual experience like?,What is your first sexual experience?,1
126911,126911,251428,251429,What is the Dragon Ball AF comic about?,What is the storyline of Dragon Ball AF?,1
123497,123497,244719,244720,Does Darth Vader get laid?,Is Darth Vader able to have sex?,1
301907,301907,592905,592906,How do I put on condom?,How do I use condom?,1
246413,246413,485259,485260,"Which is better, a phone with removable battery or non-removable battery?","Phone with removable battery or non-removable battery, which one is better and why?",1
168624,168624,333246,333247,Daniel Ek: Why spotify is not available in India for free?,Daniel Ek: Why isn't Spotify coming to India instead of the huge internet consumption India has?,1
59200,59200,117760,117761,What is the best career option for an electrical engineer who is interested in coding?,What are best career options available for electrical and electronics engineer today?,1
258561,258561,508885,472637,Can life really exist beyond Earth?,Does life exist beyond earth?,1
212502,212502,419088,419089,What are the most upvoted answers on Quora?,Which is the most up voted answer in Quora?,1
225317,225317,444083,444084,Which are the best books for theory in physics?,What is the best book for theory explanation for physics?,1
191957,191957,378957,378958,What should I do for controlling anger?,How can I control my anger? ,1
255881,255881,503658,503659,"What are the three major climate zones on Earth, and what are their characteristics?","What are the three major climate zones on Earth, and how do they differ?",1
276794,276794,544224,544225,How did you learn to speak English?,How do I enhance my English?,1
375110,375110,733873,733874,What makes the fine print of a document legally binding?,Why is fine print legal?,1
249365,249365,490986,490987,How do I become a billionaire by 25?,How can I become a billionaire (in finance)?,1
208093,208093,410502,410503,How can I sign up for Modere to shop?,How do I sign up for MODERE?,1
94612,94612,187814,187815,What are the best books for preparation of gate exam(me)?,What are the best books for gate for mechanical engineering?,1
18888,18888,37688,37689,How can I add my profile picture on Qoura?,How can I upload my profile picture in Quora?,1
69809,69809,138758,138759,Would you prefer to receive asssistance from a self-service machine or a real person?,Would you prefer to receive assistance from a self-service machine or a real person?,1
352928,352928,691298,691299,How and Why did Donald Trump win the election?,How did Donald Trump got elected when there are so many people against him?,1
344617,344617,675376,675377,How do I detect the methanal levels in the air?,How do you detect the methane levels in the air?,1
